MSTWnlo_0112  MSTWnlo_0113  MSTWnlo_0114  MSTWnlo_0115  MSTWnlo_0116  MSTWnlo_0117  MSTWnlo_0118  MSTWnlo_0119  MSTWnlo_0120  MSTWnlo_0121  MSTWnlo_0122  MSTWnlo_0123  MSTWnlo_0124  MSTWnlo_0125  MSTWnlo_0126  MSTWnlo_0127
3.219106e-01  3.256565e-01  3.295081e-01  3.334729e-01  3.376707e-01  3.419903e-01  3.463219e-01  3.506776e-01  3.554023e-01  3.599022e-01  3.649194e-01  3.704338e-01  3.766802e-01  3.843940e-01  3.984856e-01  4.044467e-01
1.569680e-01  1.586348e-01  1.603619e-01  1.621415e-01  1.640357e-01  1.659888e-01  1.679556e-01  1.699369e-01  1.721116e-01  1.741829e-01  1.765093e-01  1.791071e-01  1.820982e-01  1.858846e-01  1.932040e-01  1.960353e-01
7.569502e-02  7.641867e-02  7.717219e-02  7.795165e-02  7.878753e-02  7.965192e-02  8.052354e-02  8.140719e-02  8.239162e-02  8.332343e-02  8.438547e-02  8.559150e-02  8.700310e-02  8.883828e-02  9.258513e-02  9.391385e-02
3.513022e-02  3.542414e-02  3.573141e-02  3.605168e-02  3.639759e-02  3.675833e-02  3.712162e-02  3.749394e-02  3.791517e-02  3.831033e-02  3.877152e-02  3.930490e-02  3.994318e-02  4.079570e-02  4.264228e-02  4.323616e-02
1.585456e-02  1.596654e-02  1.608516e-02  1.621020e-02  1.634627e-02  1.648929e-02  1.663462e-02  1.678424e-02  1.695653e-02  1.711809e-02  1.731053e-02  1.753806e-02  1.781664e-02  1.820028e-02  1.907979e-02  1.933679e-02
6.865489e-03  6.904232e-03  6.945786e-03  6.990544e-03  7.039967e-03  7.092571e-03  7.146449e-03  7.202456e-03  7.268526e-03  7.330555e-03  7.406313e-03  7.498444e-03  7.614396e-03  7.779849e-03  8.182658e-03  8.288390e-03
2.849800e-03  2.861697e-03  2.874723e-03  2.889269e-03  2.905760e-03  2.923627e-03  2.942055e-03  2.961651e-03  2.985263e-03  3.007576e-03  3.035762e-03  3.071203e-03  3.117181e-03  3.185304e-03  3.361466e-03  3.402779e-03
1.115760e-03  1.118619e-03  1.121904e-03  1.125830e-03  1.130526e-03  1.135781e-03  1.141291e-03  1.147348e-03  1.154901e-03  1.162062e-03  1.171678e-03  1.184268e-03  1.201222e-03  1.227481e-03  1.299835e-03  1.314763e-03
4.117992e-04  4.121817e-04  4.127080e-04  4.134720e-04  4.145225e-04  4.157874e-04  4.171589e-04  4.187688e-04  4.208967e-04  4.229103e-04  4.259167e-04  4.300519e-04  4.358876e-04  4.453788e-04  4.732858e-04  4.782625e-04
1.384253e-04  1.383071e-04  1.382383e-04  1.382459e-04  1.383511e-04  1.385290e-04  1.387467e-04  1.390578e-04  1.395172e-04  1.399606e-04  1.407650e-04  1.419591e-04  1.437487e-04  1.468312e-04  1.565673e-04  1.580067e-04
4.211015e-05  4.199616e-05  4.189703e-05  4.181866e-05  4.176985e-05  4.174473e-05  4.173076e-05  4.175119e-05  4.180452e-05  4.186217e-05  4.203916e-05  4.233620e-05  4.282077e-05  4.371155e-05  4.675870e-05  4.710908e-05
3.255420e-06  3.240488e-06  3.225594e-06  3.210822e-06  3.198792e-06  3.188237e-06  3.178460e-06  3.171966e-06  3.166505e-06  3.162210e-06  3.168382e-06  3.183714e-06  3.214321e-06  3.276649e-06  3.514848e-06  3.530644e-06
1.059859e+03  1.078439e+03  1.097337e+03  1.116705e+03  1.136616e+03  1.156692e+03  1.176864e+03  1.196668e+03  1.217424e+03  1.237999e+03  1.258947e+03  1.280191e+03  1.301924e+03  1.324534e+03  1.349510e+03  1.372750e+03
4.421560e+02  4.496033e+02  4.571870e+02  4.649739e+02  4.730334e+02  4.811775e+02  4.893750e+02  4.974183e+02  5.058574e+02  5.142005e+02  5.227946e+02  5.315870e+02  5.406740e+02  5.503130e+02  5.617351e+02  5.713211e+02
1.934057e+02  1.965349e+02  1.997288e+02  2.030046e+02  2.064235e+02  2.098827e+02  2.133717e+02  2.168024e+02  2.204006e+02  2.239460e+02  2.276475e+02  2.314686e+02  2.354715e+02  2.398030e+02  2.453195e+02  2.494660e+02
8.683507e+01  8.817895e+01  8.955270e+01  9.096039e+01  9.243833e+01  9.393742e+01  9.544919e+01  9.694135e+01  9.850931e+01  1.000441e+02  1.016703e+02  1.033648e+02  1.051627e+02  1.071522e+02  1.098670e+02  1.116922e+02
3.956064e+01  4.014738e+01  4.074738e+01  4.136211e+01  4.200845e+01  4.266751e+01  4.333289e+01  4.399102e+01  4.468517e+01  4.536127e+01  4.608756e+01  4.685297e+01  4.767529e+01  4.860682e+01  4.996988e+01  5.078776e+01
1.786203e+01  1.811283e+01  1.837015e+01  1.863332e+01  1.891091e+01  1.919481e+01  1.948162e+01  1.976704e+01  2.006844e+01  2.036133e+01  2.067951e+01  2.101974e+01  2.139056e+01  2.181979e+01  2.249405e+01  2.285453e+01
8.072289e+00  8.179054e+00  8.289107e+00  8.401357e+00  8.520201e+00  8.642134e+00  8.765379e+00  8.888931e+00  9.019776e+00  9.146329e+00  9.285706e+00  9.436745e+00  9.604101e+00  9.802514e+00  1.013572e+01  1.029502e+01
3.584512e+00  3.628669e+00  3.674211e+00  3.720568e+00  3.769779e+00  3.820555e+00  3.871988e+00  3.923854e+00  3.979108e+00  4.032353e+00  4.091864e+00  4.157108e+00  4.230710e+00  4.320719e+00  4.481936e+00  4.550779e+00
1.579607e+00  1.597528e+00  1.616063e+00  1.634859e+00  1.654946e+00  1.675709e+00  1.696802e+00  1.718188e+00  1.741217e+00  1.763331e+00  1.788322e+00  1.816218e+00  1.848210e+00  1.888480e+00  1.965489e+00  1.994963e+00
6.690645e-01  6.759324e-01  6.830446e-01  6.902515e-01  6.980138e-01  7.060622e-01  7.142604e-01  7.226015e-01  7.317590e-01  7.405036e-01  7.504718e-01  7.618593e-01  7.751876e-01  7.924618e-01  8.277672e-01  8.398797e-01
2.738769e-01  2.763540e-01  2.789294e-01  2.815554e-01  2.843889e-01  2.873423e-01  2.903637e-01  2.934636e-01  2.969133e-01  3.001946e-01  3.040107e-01  3.084594e-01  3.137903e-01  3.209267e-01  3.364992e-01  3.412898e-01
1.097506e-01  1.106080e-01  1.115072e-01  1.124280e-01  1.134273e-01  1.144762e-01  1.155490e-01  1.166676e-01  1.179290e-01  1.191206e-01  1.205458e-01  1.222423e-01  1.243231e-01  1.272012e-01  1.338941e-01  1.357486e-01
4.048031e-02  4.073621e-02  4.100770e-02  4.128796e-02  4.159466e-02  4.192018e-02  4.225387e-02  4.260807e-02  4.301604e-02  4.340081e-02  4.387534e-02  4.445715e-02  4.519192e-02  4.624753e-02  4.887824e-02  4.952502e-02
1.406870e-02  1.413626e-02  1.420881e-02  1.428533e-02  1.436958e-02  1.446017e-02  1.455478e-02  1.465745e-02  1.477826e-02  1.489319e-02  1.504072e-02  1.522802e-02  1.547259e-02  1.583923e-02  1.681684e-02  1.702945e-02
4.536812e-03  4.550912e-03  4.566308e-03  4.583306e-03  4.602484e-03  4.623623e-03  4.646227e-03  4.671964e-03  4.703072e-03  4.732955e-03  4.774129e-03  4.828781e-03  4.903219e-03  5.020546e-03  5.356821e-03  5.420381e-03
1.313583e-03  1.315255e-03  1.317256e-03  1.319699e-03  1.322669e-03  1.326156e-03  1.330179e-03  1.335177e-03  1.341483e-03  1.347629e-03  1.357356e-03  1.370897e-03  1.390611e-03  1.423536e-03  1.525646e-03  1.541885e-03
3.271957e-04  3.270031e-04  3.268556e-04  3.267708e-04  3.267703e-04  3.268660e-04  3.271995e-04  3.277886e-04  3.285897e-04  3.294516e-04  3.312670e-04  3.339789e-04  3.383763e-04  3.463314e-04  3.733179e-04  3.767358e-04
6.695737e-05  6.683408e-05  6.668206e-05  6.650107e-05  6.631588e-05  6.613342e-05  6.604780e-05  6.602170e-05  6.599021e-05  6.600660e-05  6.621871e-05  6.657081e-05  6.728668e-05  6.878321e-05  7.448717e-05  7.499565e-05
2.633480e-06  2.642933e-06  2.641453e-06  2.627054e-06  2.611851e-06  2.594599e-06  2.584394e-06  2.577823e-06  2.566657e-06  2.558820e-06  2.560486e-06  2.560842e-06  2.575910e-06  2.620048e-06  2.834715e-06  2.843623e-06
